category,section,machine,prix_neuf_eur,s1_ha,s1_eur_h,s2_ha,s2_eur_h,s3_ha,s3_eur_h,perf_ha_h,review_flag
Moissonneuses-batteuses,,Cueilleur à maïs 6 rangs repliable avec broyeur sous bec,42600.0,150,91.2,200,71.8,250,60.2,2.5,
Moissonneuses-batteuses,,Cueilleur à maïs 8 rangs repliable avec broyeur sous bec,56460.0,200,116.1,250,96.4,300,83.3,3.2,
Moissonneuses-batteuses,,"Coupe avancée pour colza, tournesol ou pois",10020.0,60,35.1,80,26.9,100,22.0,1.8,
Moissonneuses-batteuses,,"Coupe pois 4,25 m, Pick-up adaptable sur coupe, de type « Sund »",17910.0,40,36.3,70,21.7,100,15.8,0.7,
Moissonneuses-batteuses,,"Coupe pois 4,85 m, Pick-up adaptable sur coupe, de type « Sund »",23320.0,45,50.7,80,29.7,125,19.9,0.9,
Moissonneuses-batteuses,,"Coupe pois 6,10 m, Pick-up adaptable sur coupe, de type « Sund » Récupérateur de menues-pailles",26980.0,50,61.9,100,32.5,150,22.7,1.0,
Moissonneuses-batteuses,,Récupérateur de menues-pailles avec caisse arrière de 10 m entraînement hydraulique,361640.0,100,97.5,150,66.1,200,50.4,1.4,check_magnitude
Moissonneuses-batteuses,,Récupérateur de menues-pailles avec dépôt sur l’andain entraînement hydraulique u,21170.0,100,35.4,150,24.6,200,19.2,1.4,
Récolte betteraves,,de récolte tractés Effeuilleuse 6 rangs frontale,26530.0,75,43.8,150,24.6,200,19.8,0.8,
Récolte betteraves,,Effeuilleuse arracheuse,73290.0,75,125.4,150,65.7,200,50.8,0.9,
Récolte betteraves,,Arracheuse aligneuse,42960.0,75,69.2,150,38.1,200,30.4,0.8,
Récolte betteraves,,Arracheuse aligneuse,54330.0,75,85.7,150,46.4,200,36.5,0.8,
Récolte betteraves,,Ramasseuse chargeuse portée 1 turbine,83650.0,50,192.1,75,131.6,100,101.3,0.8,
Récolte betteraves,,Ramasseuse chargeuse traînée 8t 3 turbines,86180.0,50,225.6,100,120.4,150,85.4,0.9,
Récolte betteraves,,Ramasseuse chargeuse traînée 14 t 3 turbines,138980.0,75,241.4,150,128.3,200,100.0,0.9,
Récolte betteraves,,"Arracheuse chargeuse 6 rangs, semi-portée 4 turbines",69490.0,50,164.3,75,114.1,100,88.9,0.8,
Récolte betteraves,,"Arracheuse chargeuse, hors effeuilleuse Consommation spécifique en l/ch/h 0,21 Taux de charge moteur intégrale betteraves 0,55 de récolte Ch ISO mance ha/h annuel SANS AVEC SANS AVEC ha / an Carburant Carburant Carburant Carburant Récolteuses automotrices Les performances et les frais d'entretien réparation varient en fonction du type de sol. En terre lourde, l'entretien peut doubler. De plus, aux Chantier décomposé",150350.0,50,364.8,100,190.0,150,131.7,0.9,
Récolte betteraves,,"Débardeuse 2 essieux 300 ch 1, 300 ch, 25 m3 33 l",341940.0,200266,328.0,10275200,255.0,350163,214.0,293.0,check_monotony
Récolte betteraves,,"Débardeuse 3 essieux 400 ch 1, 400 ch, 35 m3 33 l Chantier 1 passage",456210.0,275259,435.0,50360204,352.0,450168,298.0,388.0,check_monotony
Récolte betteraves,,"Arracheuse charg. < 300 ch rénovée 4 RM 0, 6 rangs",,100197,190.0,80120173,170.0,150148,151.0,158.0,check_monotony
Récolte betteraves,,"Arracheuse charg. 300 ch 4,5 m3, 4 RM 300 ch 0, 6 rangs 31 l",155950.0,120216,229.0,90150179,196.0,180155,174.0,194.0,check_monotony
Récolte betteraves,,"Arracheuse charg. 350/400 ch 6 m3, 4 RM 1, 6 rangs",,200235,279.0,250195,238.0,300168,211.0,235.0,
Récolte betteraves,,"400 ch 1,",,400186,251.0,10500155,217.0,600135,195.0,205.0,check_monotony
Récolte betteraves,,"Intégrale capacité 25 - 35 m3 475 ch 1, 450/500 ch, 6 rangs 33 l",562550.0,500194,268.0,10600167,239.0,700148,218.0,213.0,check_monotony
Récolte betteraves,,"550 ch 1, BARÈME D’ENTRAIDE - HORIZONS - 2026 u 37",,500209,294.0,10600180,262.0,700160,239.0,230.0,check_monotony
Pommes de terre,,spécifiques à la pomme de terre Planteuses Planteuse PdT automatique à godets 4 rangs,25000.0,40,93.8,60,72.5,80,61.9,1.0,
Pommes de terre,,Planteuse PdT automatique,45000.0,80,131.1,110,107.6,140,94.2,1.5,
Pommes de terre,,"Tamiseuse 1,8 m",80000.0,60,116.1,80,93.1,100,79.3,0.6,
Pommes de terre,,Planteuse PdT à courroies,35000.0,40,119.3,60,89.5,80,74.6,1.0,
Pommes de terre,,Planteuse PdT à courroies Butteuses,80000.0,60,249.1,80,198.1,100,167.5,1.5,
Pommes de terre,,Butteuse par fraise,30000.0,30,115.8,60,64.0,90,46.7,0.9,
Pommes de terre,,Butteuse à disques,9000.0,60,36.6,80,29.7,100,25.5,1.8,
Pommes de terre,,Butteuse à disques Matériels de récolte,20000.0,80,54.9,100,45.7,120,39.6,1.8,
Pommes de terre,,Arracheuse 1 rang combinée avec trémie,115000.0,25,199.0,35,146.0,50,106.0,0.3,
Pommes de terre,,Arracheuse 2 rangs avec options effanage et déterrage,160000.0,50,290.0,75,204.0,100,160.0,0.6,
Pommes de terre,,Arracheuse 2 rangs simplifiée avec options effanage et déterrage,141500.0,50,248.0,75,171.0,100,133.0,0.6,
Pommes de terre,,"Arracheuse 2 rangs combinée avec trémie Volume de récolte ch ISO Charges annuel SANS AVEC SANS AVEC Arracheuse automotrice Automotrice PdT 2 rangs, 2 rangs combinés, 400 ch, 400 ch 0,",275000.0,80,386.0,100861,649.0,70150607,471.0,0.7,check_monotony
Pommes de terre,,"Trémie 7 t Automotrice PdT 3 rangs, 90 cm d’écartement, 400 ch, 400 ch",,200481,383.0,644350,586.0,250400,486.0,336.0,check_monotony
Pommes de terre,,"Trémie 12 t 35 l Automotrice PdT 4 rangs, 4 rangs combinés, 480 ch, 480 ch 1,",,90631300340,420.0,200593,945.0,50250494,797.0,374.0,check_monotony
Pommes de terre,,Trémie 12 t Matériels de manutention et de mise en tas (Attention coûts à la tonne) Déterreur léger,42000.0,300429,699.0,1200,249.9,2000,154.9,643.0,check_monotony
Pommes de terre,,spécifiques à la pomme de terre emmaganiseur Broyeurs de fanes Broyeur frontal 2 rangs évacuation latérale,16000.0,40,35.1,60,25.7,80,21.0,0.7,
Pommes de terre,,Broyeur de fanes BARÈME D’ENTRAIDE - HORIZONS - 2026 u 39,22000.0,60,71.1,80,57.1,100,48.7,1.5,
Fenaison,,"de fenaison Faucheuses rotatives Rotative 1,65 m",5900.0,30,21.7,40,16.9,50,14.0,0.8,
Fenaison,,Rotative 2 m,7600.0,40,31.6,50,26.0,60,22.3,1.2,
Fenaison,,"Rotative 2,5 m",9500.0,60,33.6,80,26.4,100,22.0,1.5,
Fenaison,,Rotative 3 m,14000.0,80,48.9,100,40.4,120,34.6,2.0,
Fenaison,,"Rotative 3,5 m",15200.0,100,54.1,125,44.8,150,38.6,2.5,
Fenaison,,Rotative 4 m,17700.0,120,63.3,160,49.7,200,41.6,3.0,
Fenaison,,"Rotative traînée 5 m de 8 à 10 disques Rotative frontale 3 m - 3,50 m 100 23,9 Matériel utilisé en combiné Attelage suspendu 150 16,9 Combinaison de faucheuses frontale et arrière Combiné faucheuse AV 3 m +",37000.0,200,102.8,250,84.6,300,72.5,4.0,
Fenaison,,"faucheuse AR 3,5 m. Ensemble complet Rotative 3,5 m Rotative frontale 3 m-3,50 m Combiné faucheuse AV 3 m +",15200.0,200,102.4,250,84.6,300,72.8,4.5,
Fenaison,,"faucheuse AR 4 m. Ensemble complet Rotative 4 m Rotative frontale 3 m-3,50 m Combiné faucheuse AV 3 m +",17700.0,250,100.2,300,86.0,350,75.8,5.0,
Fenaison,,"faucheuse AR 5 m. Ensemble complet Rotative traînée 5 m Rotative frontale 3 m-3,50 m Faucheuses conditionneuses",37000.0,250,177.0,300,150.5,350,131.6,6.0,
Fenaison,,"Faucheuse cond. 2,50 m, portée Conditionneur à doigts",18500.0,60,68.7,80,53.1,100,43.6,1.5,
Fenaison,,"Faucheuse cond. 3 m, portée, conditionneur à doigts",21500.0,80,80.9,100,66.3,120,56.6,2.0,
Fenaison,,"Faucheuse cond. 2,50 m, traînée, conditionneur à doigts",27800.0,100,67.5,125,55.5,150,47.4,1.6,
Fenaison,,"Faucheuse cond. 3 m, traînée, conditionneur à doigts, traînée",33200.0,125,81.1,150,69.0,175,60.5,2.0,
Fenaison,,"Faucheuse cond. 3,50 m, traînée, conditionneur à doigts Faucheuse cond. frontale 3/3, 20 m Matériel utilisable en combiné conditionneur à doigts avec une faucheuse latérale AR u",37400.0,150,92.0,175,80.4,200,71.7,2.4,
Fenaison,,"de fenaison Groupeur d’andains Matériel utilisable en combiné Option avec une faucheuse latérale AR Combinaison de faucheuses conditionneuses frontale et arrière FC AV front. 3/3,20 m + 1 FC AR portée Ensemble complet Faucheuse cond. frontale 3/3,20 m",23600.0,200,139.0,250,115.0,300,100.0,4.5,
Fenaison,,"FC AV front. 3/3,20 m + 1 FC AR traînée Ensemble complet Faucheuse cond. frontale 3/3,20 m",23600.0,200,164.0,250,136.0,300,117.0,4.5,
Fenaison,,"FC AV front 3/3,20 m + 1 FC AR traînée 3 m Ensemble complet Faucheuse cond. frontale 3/3,20 m",23600.0,300,141.0,350,125.0,400,112.0,5.0,
Fenaison,,"FC AV front 3/3,20 m + 2 FC AR portée 3 m renvoi angle () Faucheuse cond. frontale 3/3,20 m",23600.0,500,184.0,700,141.0,900,118.0,7.0,
Fenaison,,"FC AV front 3/3,20 m + 2 FC AR portée () + groupeur () Faucheuse cond. frontale 3/3,20 m Faneuses et andaineurs",23600.0,3500,212.0,700,165.0,900,138.0,7.0,check_monotony
Fenaison,,Faneuse andaineuse 3 m portée,4600.0,50,16.3,75,11.6,100,9.3,1.5,
Fenaison,,"Faneuse 4 axes, 5,50 m portée, repliage hydraulique",8800.0,80,31.8,110,24.2,150,18.7,2.5,
Fenaison,,"Faneuse 6 axes, 6,5 m portée, repliage hydraulique",12800.0,100,52.7,150,37.5,200,29.9,3.5,
Fenaison,,"Faneuse 8 axes, 9 m portée, repliage hydraulique",18500.0,150,65.6,200,51.5,250,43.0,4.5,
Fenaison,,"Faneuse 8 axes, 9 m semi-portée",22000.0,200,66.1,250,54.9,300,47.4,5.0,
Fenaison,,Faneuse 10 axes - 12 m semi-portée,32000.0,250,90.4,300,77.3,350,68.0,6.0,
Fenaison,,"Andaineur 3,5 m porté",6350.0,50,28.5,75,19.9,100,15.6,2.0,
Fenaison,,"Andaineur 4,20 / 4,50 m porté",8900.0,80,31.6,120,22.2,160,17.4,2.5,
Fenaison,,"Andaineur andain latéral 6 m, traîné,",23050.0,120,73.9,160,56.7,200,46.4,3.5,
Fenaison,,"Andaineur andain central 7 m, traîné, BARÈME D’ENTRAIDE - HORIZONS - 2026 u 41",25540.0,150,84.9,200,65.4,250,53.7,4.5,
Fenaison,,"de fenaison Andaineur 8,4 à 9,3 m",34500.0,200,105.1,250,85.7,300,72.8,5.5,
Fenaison,,"Andaineur 9,60 m type soleil",25210.0,200,97.0,250,79.0,300,67.0,7.0,
Fenaison,,Andaineur frontal 6 m Ce matériel peut s'utiliser soit en solo soit en combiné avec une presse (PBR ou PBC).,18880.0,150,58.2,200,45.3,250,37.6,4.0,
Fenaison,,Andaineur à tapis 7 m,75000.0,300,156.8,500,100.7,700,76.6,5.5,
Fenaison,,Andaineur à tapis 8 - 9 m,92250.0,400,185.8,600,130.8,800,103.4,7.0,
Fenaison,,"Retourneur d'andain Presses à balles rondes (PBR) Les frais de ficelle, ou de tout aut e lien, sont à rajouter (voir ci-dessous)",16750.0,50,71.8,75,49.0,100,37.6,2.0,
Fenaison,,Chambre fixe balle 120 x 120,41250.0,800,146.6,1000,120.2,1200,102.7,25.0,
Fenaison,,Chambre variable 120 x pick-up large de série sans rotocut,48875.0,1601200,173.5,1700,130.7,2200,107.4,35.0,check_monotony
Fenaison,,"Chambre variable 120 x pick-up large de série, avec rotocut",54800.0,1801500,185.1,2300,133.3,3000,110.6,40.0,check_monotony
Fenaison,,"Chambre variable 120 x 180 HG avec dispositif hacheur, liage filet",64475.0,3000,164.7,4000,137.2,5000,120.8,50.0,
Fenaison,,"Chambre variable 120 x 180 HG avec dispositif hacheur, toutes options",74500.0,3000,181.7,4000,150.0,5000,131.0,50.0,
Fenaison,,"Dispositif hacheur pour presse balles rondes Presses à balles cubiques (PBC) Les frais de ficelle, ou de tout aut e lien, sont à rajouter (voir ci-dessous)",6640.0,1500,25.8,2000,21.3,2500,18.6,30.0,
Fenaison,,Moyenne densité noueur ficelle botte Amort. 15 % sur 10 ans,31330.0,9000,154.1,12000,118.6,15000,97.3,400.0,
Fenaison,,Haute densité canal : 50 x avec groupeur,8070000.0,4000,127.0,6000,95.3,8000,79.5,40.0,check_magnitude
Fenaison,,Haute densité canal : (70/80/90) x 80,147500.0,5000,204.1,7000,158.3,9000,132.9,40.0,
Fenaison,,Haute densité canal : 70 x 120,146875.0,4000,173.4,6000,123.6,8000,98.7,30.0,
Fenaison,,Haute densité canal : 70 x Haut de gamme u,120185967.0,4000,213.2,6000,150.1,8000,118.6,30.0,check_magnitude
Fenaison,,de fenaison Haute densité canal : 90 x 120,163375.0,4000,190.2,6000,134.8,8000,107.1,30.0,
Fenaison,,"Haute densité canal : 90 x 120 haut de gamme capteur humidité, hacheur, etc.",210375.0,4000,317.4,6000,222.3,8000,174.7,40.0,
Fenaison,,Haute densité canal : 120 x 130 (150),214433.0,4000,242.2,6000,169.4,8000,133.1,30.0,
Fenaison,,Dispositif hacheur pour presse rectangulaire,21000.0,1000,94.5,1500,66.0,2000,51.7,30.0,
Fenaison,,"Capteur humidité pour presse rectangulaire Options PBR et PBC Incorporateur de conservateur, 1 000 0,35 Hors produit de conservation 2 000 0,21 Incorporateur de conservateur, 1 000 0,37 Hors produit de conservation, 2 000 0,21 Enrubanneuses de balles ou de ballots portée 3 points traînée traînée et 2 rouleaux Presses enrubanneuses",2400.0,1000,18.8,1500,15.5,2000,13.9,30.0,
Fenaison,,Presse enrubanneuse balle 120 x hors film,120105300.0,2500,265.0,3500,200.0,4500,163.0,40.0,check_magnitude
Fenaison,,Presse enrubanneuse balle 120 x hors film Enrubanneuse en continu En continu Type Beaudoin Remorques autochargeuses Capacité = volume déchargé,150119700.0,2500,296.0,3500,222.0,4500,181.0,40.0,check_magnitude
Fenaison,,Sans couteaux pour le foin 25 m,66000.0,35,146.1,40,128.0,350,102.8,0.75,
Fenaison,,Sans couteaux pour le foin 35 m,72750.0,50,188.5,65,145.6,380,118.9,1.25,
Fenaison,,Avec couteaux pour l’ensilage 55 m BARÈME D’ENTRAIDE - HORIZONS - 2026 u 43,172767.0,150,217.2,200,165.8,3250,135.0,1.75,
Fenaison,,"de fenaison Avec couteaux pour l’ensilage 70 m Pour la remorque Matériels pour affourragement vert affourrageuse, Ensileuse tractée annuelle est à l’heure de récolte. Affourrageuse 20/25 m3 100 34,1 1,50 travail à 1 heure et tapis arrière distributeur 2 voyages par",211600.0,200,229.1,250,186.0,3300,157.2,2.0,
Fenaison,,"Affourrageuse 27/35 m et tapis arrière distributeur 200 33,3 1,50 La machine et ses équipements Prix mance travail annuel de récolte Ch ISO SANS AVEC SANS AVEC ha / h ha / an carburant carburant carburant carburant Ensileuses automotrices - Herbe et maïs Ensileuse 290 à 310 ch 300 ch 1,",,3,1.5,200194,287.0,25225176,264.0,61.6,check_monotony
Fenaison,,"2 RM, 4 rangs Ensileuse 330 à 350 ch 340 ch 1,",,250161,246.0,250210,366.0,50275194,341.0,202.0,check_monotony
Fenaison,,"2 RM, 4 rangs Ensileuse 400 ch 390 ch 2,",,300180,321.0,300260,577.0,350227,511.0,271.0,check_monotony
Fenaison,,"2 RM, 6 rangs rotatifs Ensileuse 500 ch 500 ch 2,",,400202,461.0,350229,645.0,50400203,581.0,404.0,check_monotony
Fenaison,,"4 RM, 8 rangs rotatifs Ensileuse 600 ch 600 ch 3,",,450183,532.0,400223,758.0,450201,692.0,458.0,check_monotony
Fenaison,,"4 RM, 10 rangs rotatifs Ensileuse 700 ch 700 ch 3,",,500184,639.0,400259288,35.0,60500212,867.0,551.0,check_monotony
Fenaison,,"4 RM, 10 rangs rotatifs Ensileuse 800 ch 800 ch 4,",,600181,754.0,5002412691,143.0,25600205,990.0,651.0,check_monotony
Fenaison,,"4 RM, 12 rangs rotatifs Données en hectares sur la base de l'ensilage « maïs » avec des rendements d’environ 13 à 15 t de MS/ha. Équipement spécifique pour ensileuse Coût en supplément des coûts d'ensilage précédents. Bec TTCR",155000.0,700180,881.0,50,846.0,100,444.0,763.0,check_monotony
Fenaison,,"Lamier adaptable sur pick-up largeur 5,20 m",54900.0,150,310.0,100,325.0,150,230.0,2.0,check_monotony
Fenaison,,"Barre de coupe directe largeur 5,20 m",73655.0,200,182.0,150,295.0,200,231.0,4.0,check_monotony
Distribution,,"de distribution Machine Machine Mélangeuses, désileuses, distributrices Mélangeuses, désileuses, distributrices porté 3 points 1,5 m3 fraise arrière 400 16,7 sur télescopique 2,5 m3 250 9,4 Remorque distributrice Godet désileur mélangeur 250 13,4 sur télescopique 3 m3 Remorque pailleuse 150 26,5 Désileuse simple 250 16,7 1,5 à 2 m porté Remorque mélangeuse Désileuse simple, semi-portée",38610.0,200,21.1,200,16.5,150,10.9,150.0,check_monotony
Distribution,,"1 tapis 3 à 4 m Remorque mélangeuse Pailleuse, 250 24,3 portée 18 à 20 m3 Défibreuse pailleuse verticales, vis horizontales, etc. type ""Tomahawk"" 120 17,1 Dérouleuses Dérouleuse de balles rondes portée Dérouleuse pailleuse portée Dérouleuse sur bras de télescopique électrique La machine et ses équipements Prix annuel h / an SANS carburant AVEC carburant Désileuses mélangeuses automotrices fraise de chargement fraise de chargement fraise de chargement BARÈME D’ENTRAIDE - HORIZONS - 2026 u 45",324180.0,200,21.7,150,16.1,400,31.2,250.0,check_monotony
Transport,,"de transport Bennes agraires Benne 6 tonnes 1 essieu pneus 18*22,",9000.0,50,1.97,100,1.04,5150,0.74,6.0,
Transport,,"Benne 8 tonnes 1 essieu pneus 18*22,",16425.0,50,2.64,100,1.37,5150,0.95,8.0,
Transport,,"Benne 10 tonnes 1 ou 2 essieux pneus 18*22,",20625.0,50,2.69,100,1.42,5150,0.99,10.0,
Transport,,"Benne 12 tonnes 2 essieux pneus 500/60 R 22,",27000.0,100,1.4,175,0.85,5250,0.63,13.0,
Transport,,"Benne 14 tonnes 2 essieux pneus 560/60 R 22,",29000.0,100,1.3,175,0.78,5250,0.58,15.0,
Transport,,"Benne 16 tonnes 2 essieux pneus 600/55 R 22,",31500.0,100,1.51,175,0.92,5250,0.68,14.0,
Transport,,"Benne 18 tonnes 2 essieux pneus 600/55 R 26,",41000.0,100,1.5,175,0.9,5250,0.66,18.0,
Transport,,"Benne 20 - 21 tonnes 2 essieux pneus 650/55 R 26,",51000.0,100,1.67,175,0.99,5250,0.72,20.0,
Transport,,"Benne 22 à 24 tonnes 3 essieux pneus 560/60 R 22,",64000.0,150,1.29,250,0.81,5350,0.6,22.0,
Transport,,"Benne 24 tonnes toutes options, 40 km/h, 3 essieux, Anticabrage, suspension Machine Machine Autres remorques et transports Benette 3 points 50 1,6 Benne TP avec signalisation",78000.0,150,1.55,250,0.97,350,0.72,22.0,
Transport,,"12 m 2 essieux Transbordeur 15 t 18 m3,",69120.0,300,0.9,400,3.9,300,2.1,100.0,check_monotony
Transport,,"de transport Transport et contention d'animaux Bétaillère 5-6 bêtes longueur 4 m Bétaillère 7-8 bêtes longueur 5,2 m Bétaillère 8-10 bêtes longueur 6,5 m Bétaillère 10-12 bêtes longueur 7,10 m Bétaillère 12-14 bêtes longueur 8,5 m plain-pied Cage de contention multifonction Couloir de contention 7-8 m porte intégrée Fourgons de transport d’animaux Fourgon bétaillère Matériels de broyage et débroussaillage Broyeurs tractés",54100.0,15,0.63,17,0.58,20,0.54,0.46,
Transport,,Axe vertical giro* 180 cm,2660.0,30,10.0,45,7.2,60,5.7,0.7,
Transport,,Axe horizontal 3 m ou giro* 360 cm,9370.0,70,32.4,110,22.5,150,17.9,1.5,
Transport,,"Axe horizontal fléaux 4,8 m",24820.0,150,51.9,200,40.7,250,33.9,2.0,
Transport,,Axe horizontal fléaux 6 m,27680.0,175,65.5,225,53.6,275,46.0,2.5,
Transport,,"Axe vertical repliable giro 4,50 / 5 m 3 rotors",24200.0,200,66.2,275,50.5,350,41.6,3.5,
Transport,,Axe vertical repliable giro 6 m 3 rotors u,30380.0,300,74.9,350,66.0,400,59.4,4.5,
Broyage/débroussaillage,,de broyage et débroussaillage Axe horizontal fléaux 8 m avec frein,52920.0,200,99.7,300,69.8,400,54.9,2.5,
Broyage/débroussaillage,,Broyeur déporté,10260.0,80,15.0,100,12.5,120,10.9,0.7,
Broyage/débroussaillage,,Broyeur déporté,11030.0,80,19.8,100,16.8,120,14.8,0.8,
Broyage/débroussaillage,,"Broyeur d’accotement 2,50 m, angles de - 70° à 90 °, Broyeur sous clôture escamotage mécanique Broyeur sous clôture escamotage palpeur Déchiqueteuses Attention : coûts à l'heure",13890.0,80,22.4,100,19.1,120,16.9,0.7,
Broyage/débroussaillage,,"Déchiqueteuse sur pdf diamètre de 25 cm max, portée performance 7 m3/h",32280.0,150,6.1,200,4.8,250,3.9,7.0,
Broyage/débroussaillage,,"Déchiqueteuse sur pdf diamètre de 40 cm max, traînée grappin, performance 15 m3/h Fendeuses de bûche Fendeuse bûche simple, commande par hydraulique Débroussailleuses - Épareuses - Tailleuses de haies Éléments décomposés. Voir page suivante pour ensemble complet Centrale hydraulique avec bras seul Centrale + bras 4 m portée 4 m Centrale + bras 5 m portée 5 m/pivot Centrale + bras 6 m portée 6 m/pivot BARÈME D’ENTRAIDE - HORIZONS - 2026 u 49",117250.0,250,6.1,350,4.5,450,3.6,15.0,
Épierrage,,"d’épierrage Aligneuses de pierres Aligneuse de pierres 2,8 à 3 m non animée",14180.0,20,68.2,30,46.3,40,35.3,1.1,
Épierrage,,Aligneuse de pierres 4m non animée,19050.0,30,45.2,40,34.4,50,27.9,1.5,
Épierrage,,Aligneuse de pierres 6m non animée,23230.0,40,25.0,50,20.3,60,17.1,2.5,
Épierrage,,Aligneuse de pierres,16620.0,20,111.9,40,58.9,60,41.2,0.8,
Épierrage,,"Aligneuse de pierres 3 - 3,5 m, animée, Toutes options",22970.0,30,103.5,50,64.5,70,47.7,0.8,
Épierrage,,"Aligneuse de pierres 4 m, animée, semi-portée, Toutes options",27280.0,30,88.9,50,55.2,70,40.7,1.1,
Épierrage,,"Aligneuse de pierres 5 m, animée, semi-portée, Toutes options Broyeurs de pierres",33770.0,50,52.8,70,38.7,90,30.9,1.4,
Épierrage,,"Broyeur de pierres viti rotor 0,80 m",15950.0,10,641.1,25,270.1,40,177.4,0.35,
Épierrage,,"Broyeur de pierres rotor 1,0 à 1,5 m",22150.0,40,118.7,60,83.0,80,65.1,0.7,
Épierrage,,"Broyeur de pierres rotor 1,8 à 2,0 m",34050.0,80,67.7,100,56.2,120,48.5,1.0,
Épierrage,,"Broyeur de pierres rotor 2,5 m",42140.0,120,45.1,140,39.9,160,35.9,1.3,
Épierrage,,"Broyeur de pierres « TP » rotor 1,8 à 2 m, 16 marteaux, 2,3 t Aligneuse / Ramasseuse de pierres",49560.0,150,58.8,200,47.6,250,40.9,1.0,
Épierrage,,"Trémie 1,8 m3, pierre de 2,8 à 30 cm, Ramasseuses de pierres",91990.0,50,343.4,100,177.1,150,121.6,0.75,
Épierrage,,Ramasseuse de pierres,38760.0,40,106.5,60,72.8,80,55.9,1.3,
Épierrage,,Ramasseuse de pierres,44030.0,50,63.2,70,46.2,90,36.7,2.0,
Épierrage,,Ramasseuse de pierres BARÈME D’ENTRAIDE - HORIZONS - 2026 u 51,,50,64.6,70,47.1,90,37.3,2.5,
Divers,,divers Tarière (variation de performance 15 à 25 trous/h) Tarière Ø 30 cm axiale,5350.0,40,0.7,60,0.5,80,0.4,20.0,
Divers,,Tarière Ø 30 cm déportable,6890.0,40,0.9,60,0.6,80,0.5,20.0,
Divers,,"Tarière pour vigne, hydraulique sur parallélogramme Bétonnière. Variation de la performance de 3 à 5 sacs / h",13450.0,50,1.4,100,0.8,150,0.5,20.0,
Divers,,"Bétonnière 300 l ou 2 sacs, sur Pdf arrière Prix Nombre heures / an Notes Malaxeur de béton ................................................................................................. Malaxeur de béton 100 6,1 Malaxeur de béton 100 7,0 Malaxeur de béton 100 7,5 ................................................................................................. godet 350 l 200 4,8 ................................................................................................. Affûteuse de piquets Affûteuse de piquets biface, diamètre maxi 250 Enfonce-pieux (performance variable en fonction de la machine et du chantier)",2270.0,100,0.6,150,0.4,200,0.3,4.0,
Divers,,Enfonce pieux pendulaire,8480.0,40,1.5,60,1.0,80,0.8,15.0,
Divers,,Enfonce pieux pendulaire rotatif avec centrale,12450.0,50,1.1,75,0.7,100,0.6,25.0,
Divers,,"Enfonce pieux pendulaire pneumatique à percussion Nettoyeurs haute-pression Nettoyeur HP froid eau froide Nettoyeur HP chaud eau chaude Groupes électrogènes : hors frais de carburant ................................................................................................. Groupe électrogène 150 2,5 Groupe électrogène 200 13,6 ................................................................................................. u",20770.0,80,0.9,130,0.6,160,0.5,30.0,
Divers,,"divers Balayeuse Balayeuse 2,3 m Standard Balayeuse 2,3 m Toutes options Balayeuse ramasseuse 80 25,8 Toutes options 150 14,4 Déboucheuse de drains Convoyeurs pneumatiques de grains Convoyeur céréales débit 250 qx/h traîné, pneumatique, pdf",22210.0,20000,39.6,25000,33.9,30000,30.1,250.0,
Divers,,"Convoyeur céréales débit 500-1 000 qx/h traîné, pneumatique, pdf Vis à grains",35220.0,35000,88.8,42500,79.8,50000,73.4,500.0,
Divers,,Vis à grains Ø 200 débit 350 q/h,6350.0,3500,32.3,5000,23.9,8000,16.7,150.0,
Divers,,Vis à grains Ø 250 débit 500 q/h,10480.0,15000,50.7,20000,41.7,25000,36.4,500.0,
Divers,,Fosse à grains mobile Applatisseurs à grains,13940.0,15000,62.4,20000,50.6,25000,43.5,500.0,
Divers,,Applatisseur 3 points capacité max 10 t/h,18450.0,3500,85.2,5000,61.0,8000,39.8,150.0,
Divers,,Applatisseur traîné capacité 10-20 t/h,38290.0,15000,145.3,20000,112.7,25000,93.2,500.0,
Divers,,"Applatisseur traîné capacité 25-30 t/h Tonne à eau Matériel déneigement Lame déneigement frontale, Monoraclage, 2,20 m au travail Lame déneigement frontale, Biraclage, 3 m Distributeur sel déneigement Distributeur sel déneigement BARÈME D’ENTRAIDE - HORIZONS - 2026 u 55",100770.0,15000,357.8,20000,272.1,25000,220.7,500.0,
