Commune 2020;Libellé;Annee;retraités non-salariés agricoles;retraités salariés agricoles
70306;Lomont;2019;18;10
70307;Longevelle;2019;6;N/A - secret statistique
70308;La Longine;2019;26;13
70309;Loulans-Verchamp;2019;19;20
70310;Lure;2019;71;205
70311;Luxeuil-les-Bains;2019;103;210
70312;Luze;2019;11;16
70313;Lyoffans;2019;6;15
70314;Magnivray;2019;11;11
70315;Magnoncourt;2019;9;17
70316;Le Magnoray;2019;N/A - secret statistique;N/A - secret statistique
70317;Les Magny;2019;13;12
70318;Magny-Danigon;2019;7;N/A - secret statistique
70319;Magny-Jobert;2019;N/A - secret statistique;N/A - secret statistique
70320;Magny-lès-Jussey;2019;16;11
70321;Magny-Vernois;2019;15;47
70322;Mailleroncourt-Charette;2019;24;19
70323;Mailleroncourt-Saint-Pancras;2019;19;15
70324;Mailley-et-Chazelot;2019;28;33
70325;Maizières;2019;14;18
70326;La Malachère;2019;10;10
70327;Malans;2019;N/A - secret statistique;8
70328;Malbouhans;2019;17;11
70329;Malvillers;2019;8;N/A - secret statistique
70330;Mandrevillars;2019;8;6
70331;Mantoche;2019;17;24
70332;Marast;2019;N/A - secret statistique;N/A - secret statistique
70334;Marnay;2019;40;68
70335;Maussans;2019;14;N/A - secret statistique
70336;Mélecey;2019;8;N/A - secret statistique
70337;Melin;2019;9;6
70338;Melincourt;2019;21;7
70339;Mélisey;2019;44;52
70340;Membrey;2019;14;17
70341;Menoux;2019;28;17
70342;Mercey-sur-Saône;2019;11;N/A - secret statistique
70343;Mersuay;2019;14;10
70344;Meurcourt;2019;14;11
70347;Mignavillers;2019;10;16
70348;Moffans-et-Vacheresse;2019;9;20
70349;Moimay;2019;12;N/A - secret statistique
70350;Molay;2019;9;N/A - secret statistique
70351;Mollans;2019;26;15
70352;La Montagne;2019;N/A - secret statistique;N/A - secret statistique
70353;Montagney;2019;16;24
70355;Montarlot-lès-Rioz;2019;N/A - secret statistique;10
70356;Montboillon;2019;7;8
70357;Montbozon;2019;16;20
70358;Montcey;2019;11;10
70359;Montcourt;2019;10;N/A - secret statistique
70360;Montdoré;2019;8;N/A - secret statistique
70361;Montessaux;2019;6;N/A - secret statistique
70362;Montigny-lès-Cherlieu;2019;22;11
70363;Montigny-lès-Vesoul;2019;12;24
70364;Montjustin-et-Velotte;2019;11;7
70366;Villers-Chemin-et-Mont-lès-Étrelles;2019;20;6
70367;Mont-le-Vernois;2019;16;10
70368;Montot;2019;14;6
70369;Mont-Saint-Léger;2019;6;N/A - secret statistique
70371;Montureux-et-Prantigny;2019;21;7
70372;Montureux-lès-Baulay;2019;9;14
70373;La Roche-Morey;2019;34;25
70374;Motey-Besuche;2019;9;N/A - secret statistique
70376;Nantilly;2019;13;17
70378;Navenne;2019;29;61
70380;Neurey-en-Vaux;2019;7;13
70381;Neurey-lès-la-Demie;2019;28;29
70383;Neuvelle-lès-Cromary;2019;14;20
70384;Neuvelle-lès-la-Charité;2019;19;13
70385;La Neuvelle-lès-Lure;2019;11;8
70386;La Neuvelle-lès-Scey;2019;7;8
70387;Noidans-le-Ferroux;2019;23;31
70388;Noidans-lès-Vesoul;2019;27;79
70389;Noiron;2019;N/A - secret statistique;N/A - secret statistique
70390;Noroy-le-Bourg;2019;32;18
70392;Oigney;2019;7;N/A - secret statistique
70393;Oiselay-et-Grachaux;2019;19;26
70394;Onay;2019;13;N/A - secret statistique
70395;Oppenans;2019;N/A - secret statistique;N/A - secret statistique
70396;Oricourt;2019;8;0
70397;Ormenans;2019;N/A - secret statistique;N/A - secret statistique
70398;Ormoiche;2019;N/A - secret statistique;N/A - secret statistique
70399;Ormoy;2019;14;10
70400;Ouge;2019;22;13
70401;Ovanches;2019;9;6
70402;Oyrières;2019;21;20
70403;Palante;2019;N/A - secret statistique;N/A - secret statistique
70404;Passavant-la-Rochère;2019;18;35
70405;Pennesières;2019;8;9
70406;Percey-le-Grand;2019;15;N/A - secret statistique
70407;Perrouse;2019;6;10
70408;Pesmes;2019;42;66
70409;Pierrecourt;2019;22;9
70410;Pin;2019;16;23
70411;La Pisseure;2019;N/A - secret statistique;N/A - secret statistique
70412;Plainemont;2019;N/A - secret statistique;N/A - secret statistique
70413;Plancher-Bas;2019;10;32
70414;Plancher-les-Mines;2019;7;31
70415;Polaincourt-et-Clairefontaine;2019;37;44
70416;Pomoy;2019;13;11
70417;Pontcey;2019;16;15
70418;La Romaine;2019;26;30
70419;Pont-du-Bois;2019;8;10
70420;Pont-sur-l'Ognon;2019;6;N/A - secret statistique
70421;Port-sur-Saône;2019;36;143
70422;Poyans;2019;13;8
70423;Preigney;2019;14;9
70425;La Proiselière-et-Langle;2019;17;N/A - secret statistique
70426;Provenchère;2019;8;14
70427;Purgerot;2019;16;14
70428;Pusey;2019;18;64
70429;Pusy-et-Épenoux;2019;23;17
70430;La Quarte;2019;15;N/A - secret statistique
70431;Quenoche;2019;N/A - secret statistique;8
70432;Quers;2019;9;10
70433;Quincey;2019;19;57
70435;Raddon-et-Chapendu;2019;40;46
70436;Raincourt;2019;8;10
70437;Ranzevelle;2019;N/A - secret statistique;N/A - secret statistique
70438;Ray-sur-Saône;2019;8;12
70439;Raze;2019;12;20
70440;Recologne;2019;0;N/A - secret statistique
70441;Recologne-lès-Rioz;2019;10;6
70442;Renaucourt;2019;N/A - secret statistique;N/A - secret statistique
70443;La Grande-Résie;2019;9;6
70444;La Résie-Saint-Martin;2019;10;6
70445;Rignovelle;2019;N/A - secret statistique;N/A - secret statistique
70446;Rigny;2019;19;34
70447;Rioz;2019;48;60
70448;Roche-et-Raucourt;2019;19;12
70449;Roche-sur-Linotte-et-Sorans-les-Cordiers;2019;7;N/A - secret statistique
70450;La Rochelle;2019;10;N/A - secret statistique
70451;Ronchamp;2019;23;76
70452;Rosey;2019;10;11
70453;La Rosière;2019;8;N/A - secret statistique
70454;Rosières-sur-Mance;2019;N/A - secret statistique;N/A - secret statistique
70455;Roye;2019;37;40
70456;Ruhans;2019;N/A - secret statistique;14
70457;Rupt-sur-Saône;2019;N/A - secret statistique;11
70459;Saint-Barthélemy;2019;14;33
70460;Saint-Bresson;2019;58;35
70461;Saint-Broing;2019;19;19
70462;Saint-Ferjeux;2019;N/A - secret statistique;N/A - secret statistique
70463;Saint-Gand;2019;N/A - secret statistique;8
70464;Saint-Germain;2019;18;29
70466;Saint-Loup-Nantouard;2019;17;10
70467;Saint-Loup-sur-Semouse;2019;41;118
70468;Saint-Marcel;2019;8;N/A - secret statistique
70469;Sainte-Marie-en-Chanois;2019;20;8
70470;Sainte-Marie-en-Chaux;2019;8;N/A - secret statistique
70471;Sainte-Reine;2019;N/A - secret statistique;N/A - secret statistique
70472;Saint-Rémy-en-Comté;2019;7;31
70473;Saint-Sauveur;2019;28;47
70474;Saint-Sulpice;2019;10;8
70476;Saponcourt;2019;9;N/A - secret statistique
70477;Saulnot;2019;29;29
70478;Saulx;2019;45;53
70479;Sauvigney-lès-Gray;2019;8;7
70480;Sauvigney-lès-Pesmes;2019;N/A - secret statistique;11
70481;Savoyeux;2019;14;14
70482;Scey-sur-Saône-et-Saint-Albin;2019;52;118
70483;Scye;2019;8;6
70484;Secenans;2019;N/A - secret statistique;N/A - secret statistique
70485;Selles;2019;7;15
70486;Semmadon;2019;17;12
70487;Senargent-Mignafans;2019;9;6
70488;Senoncourt;2019;15;N/A - secret statistique
70489;Servance-Miellin;2019;37;34
70490;Servigney;2019;N/A - secret statistique;6
70491;Seveux-Motey;2019;17;41
70492;Soing-Cubry-Charentenay;2019;29;24
70493;Sorans-lès-Breurey;2019;22;18
70494;Sornay;2019;14;10
70496;Tartécourt;2019;N/A - secret statistique;N/A - secret statistique
70498;Ternuay-Melay-et-Saint-Hilaire;2019;22;22
70499;Theuley;2019;6;11
70500;Thieffrans;2019;18;11
70501;Thiénans;2019;6;N/A - secret statistique
70502;Tincey-et-Pontrebeau;2019;13;8
70503;Traitiéfontaine;2019;7;6
70504;Traves;2019;22;19
70505;Le Tremblois;2019;8;14
70506;Trémoins;2019;11;6
70507;Trésilley;2019;7;8
70509;Tromarey;2019;N/A - secret statistique;6
70510;Vadans;2019;10;N/A - secret statistique
70511;Vaite;2019;17;12
70512;La Vaivre;2019;9;12
70513;Vaivre-et-Montoille;2019;34;87
70514;Valay;2019;21;28
70515;Le Val-de-Gouhenans;2019;N/A - secret statistique;N/A - secret statistique
70516;Vallerois-le-Bois;2019;30;14
70517;Vallerois-Lorioz;2019;N/A - secret statistique;12
70518;Le Val-Saint-Éloi;2019;7;10
70519;Vandelans;2019;7;N/A - secret statistique
70520;Vanne;2019;14;9
70521;Vantoux-et-Longevelle;2019;15;12
70522;Varogne;2019;13;N/A - secret statistique
70523;Vars;2019;11;12
70524;Vauchoux;2019;10;N/A - secret statistique
70525;Vauconcourt-Nervezain;2019;14;16
70526;Vauvillers;2019;39;39
70527;Vaux-le-Moncelot;2019;6;N/A - secret statistique
70528;Velesmes-Échevanne;2019;38;31
70529;Velet;2019;21;17
70530;Vellechevreux-et-Courbenans;2019;7;N/A - secret statistique
70531;Velleclaire;2019;7;N/A - secret statistique
70532;Vellefaux;2019;16;31
70533;Vellefrey-et-Vellefrange;2019;7;8
70534;Vellefrie;2019;8;N/A - secret statistique
70535;Velleguindry-et-Levrecey;2019;N/A - secret statistique;N/A - secret statistique
70536;Velle-le-Châtel;2019;N/A - secret statistique;7
70537;Velleminfroy;2019;9;7
70538;Vellemoz;2019;13;N/A - secret statistique
70539;Vellexon-Queutrey-et-Vaudey;2019;31;44
70540;Velloreille-lès-Choye;2019;8;N/A - secret statistique
70541;Velorcey;2019;N/A - secret statistique;6
70542;Venère;2019;13;11
70544;La Vergenne;2019;N/A - secret statistique;N/A - secret statistique
70545;Venisey;2019;13;8
70546;Vereux;2019;9;14
70547;Verlans;2019;N/A - secret statistique;N/A - secret statistique
70548;Vernois-sur-Mance;2019;11;10
70549;La Vernotte;2019;N/A - secret statistique;N/A - secret statistique
70550;Vesoul;2019;208;583
70552;Villafans;2019;N/A - secret statistique;N/A - secret statistique
70553;Villargent;2019;6;N/A - secret statistique
70554;Villars-le-Pautel;2019;11;18
70555;La Villedieu-en-Fontenette;2019;14;10
70557;Villefrancon;2019;8;8
70558;La Villeneuve-Bellenoye-et-la-Maize;2019;11;9
70559;Villeparois;2019;N/A - secret statistique;N/A - secret statistique
70560;Villers-Bouton;2019;11;8
70561;Villersexel;2019;45;66
70562;Villers-la-Ville;2019;13;7
70563;Villers-le-Sec;2019;28;21
70564;Villers-lès-Luxeuil;2019;10;10
70565;Villers-Pater;2019;N/A - secret statistique;N/A - secret statistique
70566;Villers-sur-Port;2019;N/A - secret statistique;9
70567;Villers-sur-Saulnot;2019;8;N/A - secret statistique
70568;Villers-Vaudey;2019;N/A - secret statistique;N/A - secret statistique
70569;Vilory;2019;8;8
70571;Visoncourt;2019;N/A - secret statistique;N/A - secret statistique
70572;Vitrey-sur-Mance;2019;27;30
70573;La Voivre;2019;9;N/A - secret statistique
70574;Volon;2019;7;N/A - secret statistique
70575;Voray-sur-l'Ognon;2019;11;26
70576;Vougécourt;2019;11;10
70577;Vouhenans;2019;11;21
70578;Vregille;2019;7;9
70579;Vyans-le-Val;2019;7;8
70580;Vy-le-Ferroux;2019;N/A - secret statistique;N/A - secret statistique
70581;Vy-lès-Lure;2019;21;29
70582;Vy-lès-Rupt;2019;7;7
70583;Vy-lès-Filain;2019;8;N/A - secret statistique
71001;L'Abergement-de-Cuisery;2019;36;33
71002;L'Abergement-Sainte-Colombe;2019;41;44
71003;Allerey-sur-Saône;2019;29;28
71004;Allériot;2019;31;42
71005;Aluze;2019;20;14
71006;Amanzé;2019;25;23
71007;Ameugny;2019;9;8
71008;Anglure-sous-Dun;2019;14;11
71009;Anost;2019;34;49
71010;Antully;2019;43;50
71011;Anzy-le-Duc;2019;55;35
71012;Artaix;2019;25;18
71013;Authumes;2019;23;20
71014;Autun;2019;250;649
71015;Auxy;2019;25;36
71016;Azé;2019;53;68
71017;Ballore;2019;14;N/A - secret statistique
71018;Bantanges;2019;42;28
71019;Barizey;2019;7;N/A - secret statistique
71020;Barnay;2019;7;N/A - secret statistique
71021;Baron;2019;8;6
71022;Baudemont;2019;23;50
71023;Baudrières;2019;64;62
71024;Baugy;2019;31;43
71025;Beaubery;2019;44;36
71026;Beaumont-sur-Grosne;2019;11;10
71027;Beaurepaire-en-Bresse;2019;25;26
71028;Beauvernois;2019;10;N/A - secret statistique
71029;Bellevesvre;2019;11;18
71030;Bergesserin;2019;9;N/A - secret statistique
71031;Berzé-le-Châtel;2019;N/A - secret statistique;N/A - secret statistique
71032;Berzé-la-Ville;2019;32;39
71033;Bey;2019;26;32
71034;Bissey-sous-Cruchaud;2019;20;19
71035;Bissy-la-Mâconnaise;2019;17;18
71036;Bissy-sous-Uxelles;2019;N/A - secret statistique;N/A - secret statistique
71037;Bissy-sur-Fley;2019;11;7
71038;Les Bizots;2019;21;12
71039;Blanot;2019;10;9
71040;Blanzy;2019;115;193
71041;Bois-Sainte-Marie;2019;40;36
71042;Bonnay;2019;24;22
71043;Les Bordes;2019;N/A - secret statistique;8
71044;Bosjean;2019;25;23
71045;Bouhans;2019;30;19
71046;La Boulaye;2019;10;7
71047;Bourbon-Lancy;2019;243;397
71048;Bourg-le-Comte;2019;17;18
71050;Bourgvilain;2019;18;14
71051;Bouzeron;2019;7;12
71052;Boyer;2019;28;39
71054;Bragny-sur-Saône;2019;16;32
71056;Branges;2019;192;177
71057;Bray;2019;20;10
71058;Bresse-sur-Grosne;2019;11;6
71059;Le Breuil;2019;51;86
71060;Briant;2019;45;17
71061;Brienne;2019;22;23
71062;Brion;2019;21;23
71063;Broye;2019;27;33
71064;Bruailles;2019;55;53
71065;Buffières;2019;30;20
71066;Burgy;2019;10;11
71067;Burnand;2019;6;N/A - secret statistique
71068;Burzy;2019;N/A - secret statistique;N/A - secret statistique
71069;Bussières;2019;20;26
71070;Buxy;2019;69;135
71071;Céron;2019;30;27
71072;Cersot;2019;10;6
71073;Chagny;2019;64;259
71074;Chaintré;2019;32;33
71075;Chalmoux;2019;54;57
71076;Chalon-sur-Saône;2019;444;1085
71077;Chambilly;2019;34;44
71078;Chamilly;2019;N/A - secret statistique;8
71079;Champagnat;2019;38;16
71080;Champagny-sous-Uxelles;2019;7;10
71081;Champforgeuil;2019;38;74
71082;Champlecy;2019;35;12
71084;Chânes;2019;25;38
71085;Change;2019;20;18
71086;Changy;2019;35;31
71087;Chapaize;2019;13;6
71088;La Chapelle-au-Mans;2019;42;24
71089;La Chapelle-de-Bragny;2019;13;14
71090;La Chapelle-de-Guinchay;2019;139;186
71091;La Chapelle-du-Mont-de-France;2019;18;16
71092;La Chapelle-Naude;2019;38;38
71093;La Chapelle-Saint-Sauveur;2019;70;30
71094;La Chapelle-sous-Brancion;2019;15;9
71095;La Chapelle-sous-Dun;2019;27;28
71096;La Chapelle-sous-Uchon;2019;16;16
71097;La Chapelle-Thècle;2019;57;37
71098;Charbonnat;2019;32;13
71099;Charbonnières;2019;8;16
71100;Chardonnay;2019;22;25
71101;Charette-Varennes;2019;34;26
71102;La Charmée;2019;15;19
71103;Charmoy;2019;40;13
71104;Charnay-lès-Chalon;2019;21;24
71105;Charnay-lès-Mâcon;2019;146;374
71106;Charolles;2019;174;255
71107;Charrecey;2019;9;14
71108;Chasselas;2019;12;17
71109;Chassey-le-Camp;2019;14;19
71110;Chassigny-sous-Dun;2019;53;36
71111;Chassy;2019;16;14
71112;Château;2019;17;11
71113;Châteauneuf;2019;N/A - secret statistique;N/A - secret statistique
71115;Châtel-Moron;2019;7;N/A - secret statistique
71116;Châtenay;2019;27;18
71117;Châtenoy-en-Bresse;2019;35;24
71118;Châtenoy-le-Royal;2019;63;152
71119;Chaudenay;2019;23;50
71120;Chauffailles;2019;141;255
71121;La Chaux;2019;27;23
71122;Cheilly-lès-Maranges;2019;19;26
71123;Chenay-le-Châtel;2019;54;27
71124;Chenôves;2019;16;12
71125;Chérizet;2019;6;N/A - secret statistique
71126;Chevagny-les-Chevrières;2019;12;26
71127;Chevagny-sur-Guye;2019;N/A - secret statistique;N/A - secret statistique
71128;Chiddes;2019;9;9
71129;Chissey-en-Morvan;2019;22;18
71130;Chissey-lès-Mâcon;2019;17;14
71131;Ciel;2019;73;44
71132;Ciry-le-Noble;2019;70;92
71133;La Clayette;2019;103;165
71134;Navour-sur-Grosne;2019;28;34
71135;Clessé;2019;37;72
71136;Clessy;2019;18;14
71137;Cluny;2019;161;262
71139;Collonge-en-Charollais;2019;8;9
71140;Collonge-la-Madeleine;2019;7;N/A - secret statistique
71141;Colombier-en-Brionnais;2019;32;17
71142;La Comelle;2019;13;8
71143;Condal;2019;34;22
71144;Cordesse;2019;11;13
71145;Cormatin;2019;19;34
71146;Cortambert;2019;17;17
71147;Cortevaix;2019;14;17
71148;Coublanc;2019;28;37
71149;Couches;2019;48;74
71150;Crêches-sur-Saône;2019;74;200
71151;Créot;2019;N/A - secret statistique;N/A - secret statistique
71152;Cressy-sur-Somme;2019;23;18
71153;Le Creusot;2019;184;537
71154;Crissey;2019;39;54
71155;Cronat;2019;59;48
71156;Cruzille;2019;21;18
71157;Cuiseaux;2019;108;88
71158;Cuisery;2019;93;99
71159;Culles-les-Roches;2019;11;15
71160;Curbigny;2019;27;24
71161;Curdin;2019;16;15
71162;Curgy;2019;50;43
71163;Curtil-sous-Buffières;2019;N/A - secret statistique;N/A - secret statistique
71164;Curtil-sous-Burnand;2019;15;10
71165;Cussy-en-Morvan;2019;17;24
71166;Cuzy;2019;15;12
71167;Damerey;2019;16;12
71168;Dampierre-en-Bresse;2019;16;11
71169;Davayé;2019;26;47
71170;Demigny;2019;45;55
71171;Dennevy;2019;11;23
71172;Dettey;2019;16;N/A - secret statistique
71173;Devrouze;2019;22;16
71174;Dezize-lès-Maranges;2019;26;25
71175;Diconne;2019;17;20
71176;Digoin;2019;184;408
71177;Dommartin-lès-Cuiseaux;2019;59;53
71178;Dompierre-les-Ormes;2019;77;82
71179;Dompierre-sous-Sanvignes;2019;13;N/A - secret statistique
71181;Donzy-le-Pertuis;2019;10;10
71182;Dracy-le-Fort;2019;24;53
71183;Dracy-lès-Couches;2019;7;N/A - secret statistique
71184;Dracy-Saint-Loup;2019;27;27
71185;Dyo;2019;29;25
71186;Écuelles;2019;12;8
71187;Écuisses;2019;26;45
71188;Épertully;2019;N/A - secret statistique;N/A - secret statistique
71189;Épervans;2019;47;65
71190;Épinac;2019;47;108
71191;Essertenne;2019;22;12
71192;Étang-sur-Arroux;2019;163;130
71193;Étrigny;2019;22;30
71194;Farges-lès-Chalon;2019;22;22
71195;Farges-lès-Mâcon;2019;11;13
71196;Le Fay;2019;54;38
71198;Flacey-en-Bresse;2019;32;23
71199;Flagy;2019;9;7
71200;Fleury-la-Montagne;2019;29;19
71201;Fley;2019;18;7
71202;Fontaines;2019;40;71
71203;Fontenay;2019;N/A - secret statistique;N/A - secret statistique
71204;Fragnes-La Loyère;2019;23;29
71205;Frangy-en-Bresse;2019;65;36
71206;La Frette;2019;23;18
71207;Fretterans;2019;36;16
71208;Frontenard;2019;21;9
71209;Frontenaud;2019;89;60
71210;Fuissé;2019;55;28
71212;Génelard;2019;61;75
71213;La Genête;2019;15;25
71214;Genouilly;2019;22;33
71215;Gergy;2019;81;109
71216;Germagny;2019;14;14
71217;Germolles-sur-Grosne;2019;12;10
71218;Gibles;2019;50;53
71219;Gigny-sur-Saône;2019;31;19
71220;Gilly-sur-Loire;2019;25;34
71221;Givry;2019;80;149
71222;Gourdon;2019;27;27
71223;La Grande-Verrière;2019;40;39
71224;Grandvaux;2019;10;N/A - secret statistique
71225;Granges;2019;N/A - secret statistique;10
71226;Grevilly;2019;N/A - secret statistique;N/A - secret statistique
71227;Grury;2019;69;50
71228;Guerfand;2019;7;N/A - secret statistique
71229;Les Guerreaux;2019;35;15
71230;Gueugnon;2019;221;401
71231;La Guiche;2019;65;53
71232;Hautefond;2019;14;8
71233;L'Hôpital-le-Mercier;2019;31;14
71234;Huilly-sur-Seille;2019;28;25
71235;Hurigny;2019;35;105
71236;Igé;2019;35;71
71237;Igornay;2019;26;19
71238;Iguerande;2019;43;45
71239;Issy-l'Évêque;2019;116;94
71240;Jalogny;2019;18;20
71241;Jambles;2019;34;28
71242;Joncy;2019;42;36
71243;Joudes;2019;20;20
71244;Jouvençon;2019;22;23
71245;Jugy;2019;9;9
71246;Juif;2019;26;26
71247;Jully-lès-Buxy;2019;16;15
71248;Lacrost;2019;23;39
71249;Laives;2019;31;42
71250;Laizé;2019;31;62
71251;Laizy;2019;44;29
71252;Lalheue;2019;11;13
71253;Lans;2019;22;27
71254;Lays-sur-le-Doubs;2019;17;9
71255;Lesme;2019;16;17
71256;Lessard-en-Bresse;2019;30;25
71257;Lessard-le-National;2019;11;11
71258;Leynes;2019;42;36
71259;Ligny-en-Brionnais;2019;35;17
71261;Loisy;2019;40;25
71262;Longepierre;2019;24;12
71263;Louhans;2019;416;442
71264;Lournand;2019;24;21
71266;Lucenay-l'Évêque;2019;17;20
71267;Lugny;2019;61;74
71268;Lugny-lès-Charolles;2019;25;25
71269;Lux;2019;28;62
71270;Mâcon;2019;348;1388
71271;Mailly;2019;15;8
71272;Malay;2019;18;20
71273;Maltat;2019;34;17
71274;Mancey;2019;23;28
71275;Marcigny;2019;143;198
71276;Marcilly-la-Gueurce;2019;17;10
71277;Marcilly-lès-Buxy;2019;25;20
71278;Marigny;2019;14;7
71279;Le Rousset-Marizy;2019;66;45
71280;Marly-sous-Issy;2019;11;8
71281;Marly-sur-Arroux;2019;30;22
71282;Marmagne;2019;55;51
71283;Marnay;2019;40;22
71284;Martailly-lès-Brancion;2019;16;12
71285;Martigny-le-Comte;2019;51;31
71286;Mary;2019;20;16
71287;Massilly;2019;12;19
71289;Matour;2019;89;90
71290;Mazille;2019;37;41
71291;Melay;2019;75;59
71292;Mellecey;2019;26;47
71293;Ménetreuil;2019;34;24
71294;Mercurey;2019;51;87
71295;Mervans;2019;144;128
71296;Messey-sur-Grosne;2019;26;30
71297;Mesvres;2019;33;51
71299;Milly-Lamartine;2019;6;10
71300;Le Miroir;2019;43;33
71301;Mont;2019;13;12
71302;Montagny-lès-Buxy;2019;16;10
71303;Montagny-près-Louhans;2019;31;23
71305;Montbellet;2019;41;49
71306;Montceau-les-Mines;2019;145;472
71307;Montceaux-l'Étoile;2019;17;21
71308;Montceaux-Ragny;2019;0;N/A - secret statistique
71309;Montcenis;2019;40;74
71310;Montchanin;2019;65;143
71311;Montcony;2019;30;18
71312;Montcoy;2019;7;10
71313;Monthelon;2019;20;14
71314;Montjay;2019;18;9
71315;Mont-lès-Seurre;2019;12;9
71316;Montmelard;2019;34;29
71317;Montmort;2019;19;11
71318;Montpont-en-Bresse;2019;107;85
71319;Montret;2019;37;44
71320;Mont-Saint-Vincent;2019;25;16
71321;Morey;2019;20;10
71322;Morlet;2019;9;N/A - secret statistique
71323;Mornay;2019;19;13
71324;Moroges;2019;46;29
71325;La Motte-Saint-Jean;2019;34;43
71326;Mouthier-en-Bresse;2019;60;31
71327;Mussy-sous-Dun;2019;24;19
71328;Nanton;2019;23;30
71329;Navilly;2019;15;23
71330;Neuvy-Grandchamp;2019;68;69
71331;Nochize;2019;14;8
71332;Ormes;2019;18;23
71333;Oslon;2019;46;59
71334;Oudry;2019;28;21
71335;Ouroux-sous-le-Bois-Sainte-Marie;2019;11;N/A - secret statistique
71336;Ouroux-sur-Saône;2019;156;130
71337;Oyé;2019;41;23
71338;Ozenay;2019;24;17
71339;Ozolles;2019;45;36
71340;Palinges;2019;90;107
71341;Palleau;2019;11;N/A - secret statistique
71342;Paray-le-Monial;2019;333;593
71343;Paris-l'Hôpital;2019;25;18
71344;Passy;2019;N/A - secret statistique;N/A - secret statistique
71345;Péronne;2019;33;48
71346;Perrecy-les-Forges;2019;48;94
71347;Perreuil;2019;14;12
71348;Perrigny-sur-Loire;2019;7;N/A - secret statistique
71349;La Petite-Verrière;2019;N/A - secret statistique;N/A - secret statistique
71350;Pierreclos;2019;32;46
71351;Pierre-de-Bresse;2019;155;153
71352;Le Planois;2019;11;N/A - secret statistique
71353;Plottes;2019;13;15
71354;Poisson;2019;43;29
71355;Pontoux;2019;14;16
71356;Pouilloux;2019;37;38
71357;Pourlans;2019;15;15
71358;Pressy-sous-Dondin;2019;11;N/A - secret statistique
71359;Préty;2019;17;24
71360;Prissé;2019;69;114
71361;Prizy;2019;11;N/A - secret statistique
71362;Pruzilly;2019;18;15
71363;Le Puley;2019;N/A - secret statistique;10
71364;La Racineuse;2019;15;9
71365;Rancy;2019;30;16
71366;Ratenelle;2019;18;15
71367;Ratte;2019;40;29
71368;Reclesne;2019;24;22
71369;Remigny;2019;N/A - secret statistique;17
71370;Rigny-sur-Arroux;2019;37;45
71371;La Roche-Vineuse;2019;53;88
71372;Romanèche-Thorins;2019;111;166
71373;Romenay;2019;176;133
71374;Rosey;2019;9;14
71376;Roussillon-en-Morvan;2019;23;23
71377;Royer;2019;6;6
71378;Rully;2019;48;68
71379;Sagy;2019;87;80
71380;Saillenard;2019;48;44
71381;Sailly;2019;N/A - secret statistique;N/A - secret statistique
71382;Saint-Agnan;2019;30;46
71383;Saint-Albain;2019;22;43
71384;Saint-Ambreuil;2019;14;23
71385;Saint-Amour-Bellevue;2019;71;38
71386;Saint-André-en-Bresse;2019;N/A - secret statistique;6
71387;Saint-André-le-Désert;2019;30;25
71388;Saint-Aubin-en-Charollais;2019;34;28
71389;Saint-Aubin-sur-Loire;2019;23;29
71390;Saint-Berain-sous-Sanvignes;2019;67;35
71391;Saint-Bérain-sur-Dheune;2019;14;17
71392;Saint-Boil;2019;36;28
71393;Saint-Bonnet-de-Cray;2019;32;20
71394;Saint-Bonnet-de-Joux;2019;110;82
71395;Saint-Bonnet-de-Vieille-Vigne;2019;19;16
71396;Saint-Bonnet-en-Bresse;2019;46;27
71397;Sainte-Cécile;2019;14;15
71398;Saint-Christophe-en-Bresse;2019;48;40
71399;Saint-Christophe-en-Brionnais;2019;61;49
71400;Saint-Clément-sur-Guye;2019;8;N/A - secret statistique
71401;Sainte-Croix;2019;36;37
71402;Saint-Cyr;2019;25;28
71403;Saint-Denis-de-Vaux;2019;14;6
71404;Saint-Désert;2019;28;39
71405;Saint-Didier-en-Bresse;2019;18;12
71406;Saint-Didier-en-Brionnais;2019;25;24
71407;Saint-Didier-sur-Arroux;2019;35;20
71408;Saint-Edmond;2019;23;18
71409;Saint-Émiland;2019;15;12
71410;Saint-Étienne-en-Bresse;2019;33;43
71411;Saint-Eugène;2019;14;6
71412;Saint-Eusèbe;2019;33;34
71413;Saint-Firmin;2019;14;21
71414;Saint-Forgeot;2019;23;29
71415;Sainte-Foy;2019;23;12
71416;Saint-Gengoux-de-Scissé;2019;47;54
71417;Saint-Gengoux-le-National;2019;60;100
71419;Saint-Germain-du-Bois;2019;218;179
71420;Saint-Germain-du-Plain;2019;111;88
71421;Saint-Germain-en-Brionnais;2019;18;12
71422;Saint-Germain-lès-Buxy;2019;6;8
71423;Saint-Gervais-en-Vallière;2019;33;17
71424;Saint-Gervais-sur-Couches;2019;25;10
71425;Saint-Gilles;2019;12;19
71426;Sainte-Hélène;2019;26;14
71427;Saint-Huruge;2019;9;N/A - secret statistique
71428;Saint-Igny-de-Roche;2019;30;32
71430;Saint-Jean-de-Vaux;2019;9;15
71431;Saint-Jean-de-Trézy;2019;18;16
71433;Saint-Julien-de-Civry;2019;53;43
71434;Saint-Julien-de-Jonzy;2019;33;25
71435;Saint-Julien-sur-Dheune;2019;10;12
71436;Saint-Laurent-d'Andenay;2019;15;18
71437;Saint-Laurent-en-Brionnais;2019;28;25
