Commune 2020;Libellé;Annee;Nb. chefs d'exploit. ou d'entr. Agricole
37179;Parçay-Meslay;2019;13
37180;Parçay-sur-Vienne;2019;15
37181;Paulmy;2019;20
37182;Pernay;2019;14
37183;Perrusson;2019;23
37184;Le Petit-Pressigny;2019;31
37185;Pocé-sur-Cisse;2019;10
37186;Pont-de-Ruan;2019;N/A - secret statistique
37187;Ports;2019;11
37188;Pouzay;2019;12
37189;Preuilly-sur-Claise;2019;12
37190;Pussigny;2019;10
37191;Razines;2019;12
37192;Reignac-sur-Indre;2019;21
37193;Restigné;2019;43
37194;Reugny;2019;18
37195;La Riche;2019;9
37196;Richelieu;2019;6
37197;Rigny-Ussé;2019;7
37198;Rillé;2019;10
37199;Rilly-sur-Vienne;2019;12
37200;Rivarennes;2019;8
37201;Rivière;2019;N/A - secret statistique
37202;La Roche-Clermault;2019;24
37203;Rochecorbon;2019;20
37204;Rouziers-de-Touraine;2019;11
37205;Saché;2019;16
37206;Saint-Antoine-du-Rocher;2019;15
37207;Saint-Aubin-le-Dépeint;2019;17
37208;Saint-Avertin;2019;10
37210;Saint-Benoît-la-Forêt;2019;N/A - secret statistique
37211;Saint-Branchs;2019;37
37212;Sainte-Catherine-de-Fierbois;2019;9
37213;Saint-Christophe-sur-le-Nais;2019;18
37214;Saint-Cyr-sur-Loire;2019;N/A - secret statistique
37216;Saint-Épain;2019;52
37217;Saint-Étienne-de-Chigny;2019;N/A - secret statistique
37218;Saint-Flovier;2019;24
37219;Saint-Genouph;2019;10
37220;Saint-Germain-sur-Vienne;2019;7
37221;Saint-Hippolyte;2019;12
37222;Saint-Jean-Saint-Germain;2019;20
37223;Saint-Laurent-de-Lin;2019;6
37224;Saint-Laurent-en-Gâtines;2019;17
37225;Saint-Martin-le-Beau;2019;28
37226;Sainte-Maure-de-Touraine;2019;46
37228;Saint-Nicolas-de-Bourgueil;2019;75
37229;Saint-Nicolas-des-Motets;2019;N/A - secret statistique
37230;Saint-Ouen-les-Vignes;2019;16
37231;Saint-Paterne-Racan;2019;31
37232;Coteaux-sur-Loire;2019;25
37233;Saint-Pierre-des-Corps;2019;N/A - secret statistique
37234;Saint-Quentin-sur-Indrois;2019;18
37236;Saint-Règle;2019;N/A - secret statistique
37237;Saint-Roch;2019;N/A - secret statistique
37238;Saint-Senoch;2019;17
37240;Saunay;2019;8
37241;Savigné-sur-Lathan;2019;12
37242;Savigny-en-Véron;2019;14
37243;Savonnières;2019;10
37244;Sazilly;2019;7
37245;Semblançay;2019;17
37246;Sennevières;2019;11
37247;Sepmes;2019;27
37248;Seuilly;2019;N/A - secret statistique
37249;Sonzay;2019;28
37250;Sorigny;2019;39
37251;Souvigné;2019;15
37252;Souvigny-de-Touraine;2019;6
37253;Sublaines;2019;17
37254;Tauxigny-Saint-Bauld;2019;36
37255;Tavant;2019;N/A - secret statistique
37256;Theneuil;2019;8
37257;Thilouze;2019;29
37258;Thizay;2019;N/A - secret statistique
37259;Tournon-Saint-Pierre;2019;15
37260;La Tour-Saint-Gelin;2019;16
37261;Tours;2019;21
37262;Trogues;2019;N/A - secret statistique
37263;Truyes;2019;N/A - secret statistique
37264;Vallères;2019;10
37265;Varennes;2019;6
37266;Veigné;2019;13
37267;Véretz;2019;N/A - secret statistique
37268;Verneuil-le-Château;2019;N/A - secret statistique
37269;Verneuil-sur-Indre;2019;21
37270;Vernou-sur-Brenne;2019;39
37271;Villaines-les-Rochers;2019;15
37272;Villandry;2019;17
37273;La Ville-aux-Dames;2019;10
37274;Villebourg;2019;8
37275;Villedômain;2019;9
37276;Villedômer;2019;24
37277;Villeloin-Coulangé;2019;30
37278;Villeperdue;2019;16
37279;Villiers-au-Bouin;2019;18
37280;Vou;2019;12
37281;Vouvray;2019;44
37282;Yzeures-sur-Creuse;2019;34
38001;Les Abrets en Dauphiné;2019;29
38002;Les Adrets;2019;12
38003;Agnin;2019;14
38004;L'Albenc;2019;28
38005;Allemond;2019;N/A - secret statistique
38006;Allevard;2019;9
38008;Ambel;2019;N/A - secret statistique
38009;Anjou;2019;N/A - secret statistique
38010;Annoisin-Chatelans;2019;12
38011;Anthon;2019;N/A - secret statistique
38012;Aoste;2019;12
38013;Apprieu;2019;13
38015;Artas;2019;17
38017;Assieu;2019;N/A - secret statistique
38018;Auberives-en-Royans;2019;10
38019;Auberives-sur-Varèze;2019;N/A - secret statistique
38020;Auris;2019;N/A - secret statistique
38022;Les Avenières Veyrins-Thuellin;2019;40
38023;Avignonet;2019;N/A - secret statistique
38026;La Balme-les-Grottes;2019;9
38027;Barraux;2019;7
38029;La Bâtie-Montgascon;2019;8
38030;Beaucroissant;2019;8
38031;Beaufin;2019;N/A - secret statistique
38032;Beaufort;2019;14
38033;Beaulieu;2019;23
38034;Beaurepaire;2019;20
38035;Beauvoir-de-Marc;2019;12
38036;Beauvoir-en-Royans;2019;
38037;Bellegarde-Poussieu;2019;16
38038;Belmont;2019;8
38039;Bernin;2019;12
38040;Besse;2019;N/A - secret statistique
38041;Bessins;2019;9
38042;Bévenais;2019;11
38043;Bilieu;2019;11
38044;Biol;2019;20
38045;Biviers;2019;9
38046;Bizonnes;2019;21
38047;Blandin;2019;14
38048;Bonnefamille;2019;9
38049;Bossieu;2019;8
38050;Le Bouchage;2019;15
38051;Bougé-Chambalud;2019;18
38052;Le Bourg-d'Oisans;2019;30
38053;Bourgoin-Jallieu;2019;14
38054;Bouvesse-Quirieu;2019;14
38055;Brangues;2019;8
38056;Bressieux;2019;
38057;Bresson;2019;N/A - secret statistique
38058;Brézins;2019;15
38059;Brié-et-Angonnes;2019;11
38060;Brion;2019;9
38061;La Buisse;2019;16
38062;La Buissière;2019;13
38063;Burcin;2019;6
38064;Cessieu;2019;N/A - secret statistique
38065;Châbons;2019;24
38066;Chalon;2019;N/A - secret statistique
38067;Chamagnieu;2019;8
38068;Champagnier;2019;7
38069;Champier;2019;11
38070;Le Champ-près-Froges;2019;N/A - secret statistique
38071;Champ-sur-Drac;2019;N/A - secret statistique
38072;Chanas;2019;16
38073;Chantepérier;2019;6
38074;Chantesse;2019;7
38075;Chapareillan;2019;34
38076;La Chapelle-de-la-Tour;2019;12
38077;La Chapelle-de-Surieu;2019;13
38078;La Chapelle-du-Bard;2019;8
38080;Charancieu;2019;N/A - secret statistique
38081;Charantonnay;2019;8
38082;Charavines;2019;6
38083;Charette;2019;N/A - secret statistique
38084;Charnècles;2019;11
38085;Charvieu-Chavagneux;2019;8
38086;Chasselay;2019;13
38087;Chasse-sur-Rhône;2019;7
38089;Chassignieu;2019;16
38090;Château-Bernard;2019;N/A - secret statistique
38091;Châteauvilain;2019;7
38092;Châtelus;2019;6
38093;Châtenay;2019;7
38094;Châtonnay;2019;21
38095;Chatte;2019;39
38097;Chavanoz;2019;8
38098;Chélieu;2019;11
38099;Chevrières;2019;27
38100;Le Cheylas;2019;10
38101;Cheyssieu;2019;8
38102;Chèzeneuve;2019;N/A - secret statistique
38103;Chichilianne;2019;12
38104;Chimilin;2019;14
38105;Chirens;2019;12
38106;Cholonge;2019;10
38107;Chonas-l'Amballan;2019;9
38108;Choranche;2019;6
38109;Chozeau;2019;10
38110;Chuzelles;2019;11
38111;Claix;2019;14
38112;Clavans-en-Haut-Oisans;2019;
38113;Clelles;2019;17
38114;Clonas-sur-Varèze;2019;7
38115;Saint-Martin-de-la-Cluze;2019;13
38116;Cognet;2019;N/A - secret statistique
38117;Cognin-les-Gorges;2019;20
38118;Colombe;2019;12
38120;La Combe-de-Lancey;2019;N/A - secret statistique
38124;Corbelin;2019;11
38126;Corenc;2019;N/A - secret statistique
38127;Cornillon-en-Trièves;2019;N/A - secret statistique
38128;Corps;2019;N/A - secret statistique
38129;Corrençon-en-Vercors;2019;7
38130;La Côte-Saint-André;2019;29
38131;Les Côtes-d'Arey;2019;22
38132;Les Côtes-de-Corps;2019;N/A - secret statistique
38133;Coublevie;2019;N/A - secret statistique
38134;Cour-et-Buis;2019;6
38135;Courtenay;2019;17
38136;Crachier;2019;
38137;Cras;2019;7
38138;Crémieu;2019;N/A - secret statistique
38139;Creys-Mépieu;2019;16
38140;Crolles;2019;17
38141;Culin;2019;6
38144;Diémoz;2019;14
38146;Dizimieu;2019;N/A - secret statistique
38147;Doissin;2019;20
38148;Dolomieu;2019;9
38149;Domarin;2019;N/A - secret statistique
38150;Domène;2019;N/A - secret statistique
38151;Échirolles;2019;N/A - secret statistique
38152;Eclose-Badinières;2019;6
38153;Engins;2019;7
38154;Entraigues;2019;N/A - secret statistique
38155;Entre-deux-Guiers;2019;10
38156;Les Éparres;2019;8
38157;Estrablin;2019;21
38158;Eybens;2019;N/A - secret statistique
38159;Eydoche;2019;9
38160;Eyzin-Pinet;2019;28
38161;Faramans;2019;13
38162;Faverges-de-la-Tour;2019;14
38163;Le Haut-Bréda;2019;10
38166;La Flachère;2019;7
38167;Flachères;2019;6
38169;Fontaine;2019;N/A - secret statistique
38170;Fontanil-Cornillon;2019;N/A - secret statistique
38171;La Forteresse;2019;11
38172;Four;2019;13
38173;Le Freney-d'Oisans;2019;
38174;La Frette;2019;18
38175;Froges;2019;N/A - secret statistique
38176;Frontonas;2019;12
38177;La Garde;2019;
38179;Gières;2019;6
38180;Gillonnay;2019;20
38181;Goncelin;2019;N/A - secret statistique
38182;Le Grand-Lemps;2019;16
38183;Granieu;2019;10
38184;Grenay;2019;N/A - secret statistique
38185;Grenoble;2019;8
38186;Gresse-en-Vercors;2019;8
38187;Le Gua;2019;15
38188;Herbeys;2019;20
38189;Heyrieux;2019;18
38190;Hières-sur-Amby;2019;6
38191;Huez;2019;N/A - secret statistique
38192;Hurtières;2019;N/A - secret statistique
38193;L'Isle-d'Abeau;2019;16
38194;Izeaux;2019;10
38195;Izeron;2019;15
38197;Janneyrias;2019;12
38198;Jarcieu;2019;8
38199;Jardin;2019;7
38200;Jarrie;2019;8
38203;Laffrey;2019;
38204;Lalley;2019;6
38205;Lans-en-Vercors;2019;31
38206;Laval;2019;11
38207;Lavaldens;2019;12
38208;Lavars;2019;6
38209;Lentiol;2019;N/A - secret statistique
38210;Leyrieu;2019;13
38211;Lieudieu;2019;N/A - secret statistique
38212;Livet-et-Gavet;2019;N/A - secret statistique
38213;Longechenal;2019;9
38214;Lumbin;2019;N/A - secret statistique
38215;Luzinay;2019;23
38216;Malleval-en-Vercors;2019;N/A - secret statistique
38217;Marcieu;2019;
38218;Marcilloles;2019;13
38219;Marcollin;2019;15
38221;Marnans;2019;N/A - secret statistique
38222;Massieu;2019;13
38223;Maubec;2019;7
38224;Mayres-Savel;2019;N/A - secret statistique
38225;Autrans-Méaudre en Vercors;2019;45
38226;Mens;2019;34
38228;Merlas;2019;9
38229;Meylan;2019;16
38230;Meyrié;2019;N/A - secret statistique
38231;Meyrieu-les-Étangs;2019;10
38232;Meyssiez;2019;8
38235;Miribel-Lanchâtre;2019;N/A - secret statistique
38236;Miribel-les-Échelles;2019;21
38237;Mizoën;2019;
38238;Moidieu-Détourbe;2019;22
38239;Moirans;2019;40
38240;Moissieu-sur-Dolon;2019;17
38241;Monestier-d'Ambel;2019;
38242;Monestier-de-Clermont;2019;9
38243;Le Monestier-du-Percy;2019;10
38244;Monsteroux-Milieu;2019;N/A - secret statistique
38245;Montagne;2019;17
38246;Montagnieu;2019;17
38247;Montalieu-Vercieu;2019;N/A - secret statistique
38248;Montaud;2019;10
38249;Montbonnot-Saint-Martin;2019;14
38250;Montcarra;2019;6
38252;Montchaboud;2019;N/A - secret statistique
38253;Les Deux Alpes;2019;N/A - secret statistique
38254;Monteynard;2019;N/A - secret statistique
38255;Montfalcon;2019;7
38256;Montferrat;2019;20
38257;Montrevel;2019;7
38258;Mont-Saint-Martin;2019;N/A - secret statistique
38259;Montseveroux;2019;17
38260;Moras;2019;N/A - secret statistique
38261;Morestel;2019;8
38263;Morette;2019;16
38264;La Morte;2019;N/A - secret statistique
38265;La Motte-d'Aveillans;2019;6
38266;La Motte-Saint-Martin;2019;
38267;Mottier;2019;16
38268;Le Moutaret;2019;N/A - secret statistique
38269;La Mure;2019;11
38270;La Murette;2019;8
38271;Murianette;2019;11
38272;Murinais;2019;13
38273;Nantes-en-Ratier;2019;15
38275;Serre-Nerpol;2019;19
38276;Nivolas-Vermelle;2019;6
38277;Notre-Dame-de-Commiers;2019;N/A - secret statistique
38278;Notre-Dame-de-l'Osier;2019;10
38279;Notre-Dame-de-Mésage;2019;N/A - secret statistique
38280;Notre-Dame-de-Vaulx;2019;N/A - secret statistique
38281;Noyarey;2019;13
38282;Optevoz;2019;9
38283;Oris-en-Rattier;2019;N/A - secret statistique
38284;Ornacieux-Balbins;2019;12
38285;Ornon;2019;
38286;Oulles;2019;
38287;Oyeu;2019;18
38288;Oytier-Saint-Oblas;2019;7
38289;Oz;2019;N/A - secret statistique
38290;Pact;2019;8
38291;Pajay;2019;19
38292;Villages du Lac de Paladru;2019;26
38294;Panossas;2019;7
38295;Parmilieu;2019;7
38296;Le Passage;2019;7
38297;Arandon-Passins;2019;19
38298;Le Péage-de-Roussillon;2019;N/A - secret statistique
38299;Pellafol;2019;N/A - secret statistique
38300;Penol;2019;9
38301;Percy;2019;7
38303;La Pierre;2019;6
38304;Pierre-Châtel;2019;16
38307;Pisieu;2019;34
38308;Plan;2019;9
38309;Poisat;2019;N/A - secret statistique
38310;Poliénas;2019;24
38311;Pommier-de-Beaurepaire;2019;18
38313;Ponsonnas;2019;
38314;Pontcharra;2019;18
38315;Le Pont-de-Beauvoisin;2019;9
38316;Pont-de-Chéruy;2019;N/A - secret statistique
38317;Le Pont-de-Claix;2019;N/A - secret statistique
38318;Pont-Évêque;2019;10
38319;Pont-en-Royans;2019;
38320;Porcieu-Amblagnieu;2019;9
38321;Prébois;2019;10
38322;Presles;2019;6
38323;Pressins;2019;10
38324;Primarette;2019;16
38325;Proveysieux;2019;N/A - secret statistique
38326;Prunières;2019;N/A - secret statistique
38328;Quaix-en-Chartreuse;2019;N/A - secret statistique
38329;Quet-en-Beaumont;2019;N/A - secret statistique
38330;Quincieu;2019;7
38331;Réaumont;2019;7
38332;Renage;2019;7
38333;Rencurel;2019;9
38334;Revel;2019;9
38335;Revel-Tourdan;2019;20
38336;Reventin-Vaugris;2019;17
38337;Rives;2019;11
38338;La Rivière;2019;14
38339;Roche;2019;16
38340;Les Roches-de-Condrieu;2019;
38341;Rochetoirin;2019;15
38342;Roissard;2019;8
38343;Romagnieu;2019;21
38344;Roussillon;2019;9
38345;Rovon;2019;N/A - secret statistique
38346;Royas;2019;N/A - secret statistique
38347;Roybon;2019;39
38348;Ruy-Montceau;2019;34
38349;Sablons;2019;8
38350;Sainte-Agnès;2019;6
38351;Saint-Agnin-sur-Bion;2019;11
38352;Saint-Alban-de-Roche;2019;N/A - secret statistique
38353;Saint-Alban-du-Rhône;2019;N/A - secret statistique
38354;Saint-Albin-de-Vaulserre;2019;7
38355;Saint-Andéol;2019;6
38356;Saint-André-en-Royans;2019;13
38357;Saint-André-le-Gaz;2019;10
38358;Sainte-Anne-sur-Gervonde;2019;6
38359;Saint Antoine l'Abbaye;2019;43
38360;Saint-Appolinard;2019;17
38361;Saint-Arey;2019;N/A - secret statistique
38362;Saint-Aupre;2019;9
38363;Saint-Barthélemy;2019;13
38364;Saint-Barthélemy-de-Séchilienne;2019;
38365;Saint-Baudille-de-la-Tour;2019;15
38366;Saint-Baudille-et-Pipet;2019;12
38368;Saint-Blaise-du-Buis;2019;8
38369;Sainte-Blandine;2019;9
38370;Saint-Bonnet-de-Chavagne;2019;31
38372;Saint-Bueil;2019;6
38373;Saint-Cassien;2019;7
38374;Saint-Chef;2019;43
38375;Saint-Christophe-en-Oisans;2019;N/A - secret statistique
38376;Saint-Christophe-sur-Guiers;2019;9
38377;Saint-Clair-de-la-Tour;2019;10
38378;Saint-Clair-du-Rhône;2019;8
38379;Saint-Clair-sur-Galaure;2019;7
38380;Saint-Didier-de-Bizonnes;2019;N/A - secret statistique
38381;Saint-Didier-de-la-Tour;2019;18
38382;Saint-Égrève;2019;N/A - secret statistique
38383;Saint-Étienne-de-Crossey;2019;18
38384;Saint-Étienne-de-Saint-Geoirs;2019;22
38386;Saint-Geoire-en-Valdaine;2019;23
38387;Saint-Geoirs;2019;6
38388;Saint-Georges-de-Commiers;2019;N/A - secret statistique
38389;Saint-Georges-d'Espéranche;2019;23
38390;Saint-Gervais;2019;N/A - secret statistique
38391;Saint-Guillaume;2019;9
38392;Saint-Hilaire-de-Brens;2019;N/A - secret statistique
38393;Saint-Hilaire-de-la-Côte;2019;17
38394;Saint-Hilaire-du-Rosier;2019;29
38395;Plateau-des-Petites-Roches;2019;7
38396;Saint-Honoré;2019;15
38397;Saint-Ismier;2019;20
38398;Saint-Jean-d'Avelanne;2019;8
38399;Saint-Jean-de-Bournay;2019;41
38400;Saint-Jean-de-Moirans;2019;9
38401;Saint-Jean-de-Soudain;2019;10
38402;Saint-Jean-de-Vaulx;2019;N/A - secret statistique
38403;Saint-Jean-d'Hérans;2019;14
38404;Saint-Jean-le-Vieux;2019;N/A - secret statistique
38405;Saint-Joseph-de-Rivière;2019;12
38406;Saint-Julien-de-l'Herms;2019;8
38407;La Sure en Chartreuse;2019;14
38408;Saint-Just-Chaleyssin;2019;14
38409;Saint-Just-de-Claix;2019;11
38410;Saint-Lattier;2019;23
38412;Saint-Laurent-du-Pont;2019;16
38413;Saint-Laurent-en-Beaumont;2019;13
38414;Sainte-Luce;2019;N/A - secret statistique
38415;Saint-Marcel-Bel-Accueil;2019;18
38416;Saint-Marcellin;2019;9
38417;Sainte-Marie-d'Alloix;2019;N/A - secret statistique
38418;Sainte-Marie-du-Mont;2019;N/A - secret statistique
38419;Saint-Martin-de-Clelles;2019;N/A - secret statistique
38420;Saint-Martin-de-Vaulserre;2019;N/A - secret statistique
38421;Saint-Martin-d'Hères;2019;12
38422;Saint-Martin-d'Uriage;2019;26
38423;Saint-Martin-le-Vinoux;2019;6
38424;Saint-Maurice-en-Trièves;2019;6
38425;Saint-Maurice-l'Exil;2019;9
38426;Saint-Maximin;2019;N/A - secret statistique
38427;Saint-Michel-de-Saint-Geoirs;2019;7
38428;Saint-Michel-en-Beaumont;2019;N/A - secret statistique
38429;Saint-Michel-les-Portes;2019;7
38430;Saint-Mury-Monteymond;2019;
38431;Saint-Nazaire-les-Eymes;2019;8
38432;Saint-Nicolas-de-Macherin;2019;9
38433;Saint-Nizier-du-Moucherotte;2019;8
38434;Saint-Ondras;2019;8
38436;Saint-Paul-de-Varces;2019;9
38437;Saint-Paul-d'Izeaux;2019;13
38438;Saint-Paul-lès-Monestier;2019;13
38439;Crêts en Belledonne;2019;15
38440;Saint-Pierre-de-Bressieux;2019;12
38442;Saint-Pierre-de-Chartreuse;2019;10
38443;Saint-Pierre-de-Chérennes;2019;7
38444;Saint-Pierre-de-Méaroz;2019;N/A - secret statistique
38445;Saint-Pierre-de-Mésage;2019;
38446;Saint-Pierre-d'Entremont;2019;6
38448;Saint-Prim;2019;15
38449;Saint-Quentin-Fallavier;2019;15
38450;Saint-Quentin-sur-Isère;2019;14
38451;Saint-Romain-de-Jalionas;2019;15
38452;Saint-Romain-de-Surieu;2019;N/A - secret statistique
38453;Saint-Romans;2019;34
38454;Saint-Sauveur;2019;12
38455;Saint-Savin;2019;30
38456;Châtel-en-Trièves;2019;23
38457;Saint-Siméon-de-Bressieux;2019;24
38458;Saint-Sorlin-de-Morestel;2019;12
38459;Saint-Sorlin-de-Vienne;2019;7
38460;Saint-Sulpice-des-Rivoires;2019;14
38462;Saint-Théoffrey;2019;6
38463;Saint-Vérand;2019;23
38464;Saint-Victor-de-Cessieu;2019;27
38465;Saint-Victor-de-Morestel;2019;12
38466;Saint-Vincent-de-Mercuze;2019;10
38467;Salagnon;2019;N/A - secret statistique
38468;Salaise-sur-Sanne;2019;13
38469;La Salette-Fallavaux;2019;N/A - secret statistique
38470;La Salle-en-Beaumont;2019;N/A - secret statistique
38471;Le Sappey-en-Chartreuse;2019;8
38472;Sarcenas;2019;N/A - secret statistique
38473;Sardieu;2019;16
38474;Sassenage;2019;6
38475;Satolas-et-Bonce;2019;14
38476;Savas-Mépin;2019;11
38478;Séchilienne;2019;N/A - secret statistique
38479;Porte-des-Bonnevaux;2019;34
38480;Septème;2019;12
38481;Sérézin-de-la-Tour;2019;12
38483;Sermérieu;2019;12
38484;Serpaize;2019;15
38485;Seyssinet-Pariset;2019;7
38486;Seyssins;2019;N/A - secret statistique
38487;Seyssuel;2019;8
38488;Siccieu-Saint-Julien-et-Carisieu;2019;6
38489;Siévoz;2019;N/A - secret statistique
38490;Sillans;2019;8
38492;Sinard;2019;9
38494;Soleymieu;2019;6
38495;La Sône;2019;8
38496;Sonnay;2019;14
38497;Sousville;2019;14
38498;Succieu;2019;10
38499;Susville;2019;N/A - secret statistique
38500;Têche;2019;13
38501;Tencin;2019;N/A - secret statistique
38503;La Terrasse;2019;12
38504;Theys;2019;29
38505;Thodure;2019;21
38507;Tignieu-Jameyzieu;2019;10
38508;Torchefelon;2019;11
38509;La Tour-du-Pin;2019;N/A - secret statistique
38511;Le Touvet;2019;13
38512;Tramolé;2019;N/A - secret statistique
38513;Treffort;2019;N/A - secret statistique
38514;Tréminis;2019;19
38515;Trept;2019;10
38516;La Tronche;2019;N/A - secret statistique
38517;Tullins;2019;43
38518;Valbonnais;2019;7
38519;Valencin;2019;13
38520;Valencogne;2019;18
38521;La Valette;2019;N/A - secret statistique
38522;Valjouffrey;2019;6
38523;Varacieux;2019;28
38524;Varces-Allières-et-Risset;2019;11
38525;Vasselin;2019;6
38526;Vatilieu;2019;11
38527;Vaujany;2019;
38528;Vaulnaveys-le-Bas;2019;14
38529;Vaulnaveys-le-Haut;2019;12
38530;Vaulx-Milieu;2019;7
38531;Velanne;2019;17
38532;Vénérieu;2019;N/A - secret statistique
38533;Venon;2019;N/A - secret statistique
38535;Vernas;2019;N/A - secret statistique
38536;Vernioz;2019;10
38537;La Verpillière;2019;N/A - secret statistique
38538;Le Versoud;2019;11
38539;Vertrieu;2019;N/A - secret statistique
38540;Veurey-Voroize;2019;8
38542;Veyssilieu;2019;N/A - secret statistique
38543;Vézeronce-Curtin;2019;14
38544;Vienne;2019;18
38545;Vif;2019;12
38546;Vignieu;2019;14
38547;Villard-Bonnot;2019;11
38548;Villard-de-Lans;2019;29
38549;Villard-Notre-Dame;2019;
38550;Villard-Reculas;2019;N/A - secret statistique
38551;Villard-Reymond;2019;N/A - secret statistique
38552;Villard-Saint-Christophe;2019;8
38553;Villefontaine;2019;7
38554;Villemoirieu;2019;10
38555;Villeneuve-de-Marc;2019;25
38556;Ville-sous-Anjou;2019;23
38557;Villette-d'Anthon;2019;20
38558;Villette-de-Vienne;2019;9
38559;Vinay;2019;30
38560;Val-de-Virieu;2019;27
38561;Viriville;2019;18
38562;Vizille;2019;6
38563;Voiron;2019;30
38564;Voissant;2019;N/A - secret statistique
38565;Voreppe;2019;18
38566;Vourey;2019;13
38567;Chamrousse;2019;
39001;Abergement-la-Ronce;2019;N/A - secret statistique
39002;Abergement-le-Grand;2019;N/A - secret statistique
39003;Abergement-le-Petit;2019;N/A - secret statistique
39004;Abergement-lès-Thésy;2019;8
39006;Aiglepierre;2019;6
39007;Alièze;2019;N/A - secret statistique
39008;Amange;2019;N/A - secret statistique
39009;Andelot-en-Montagne;2019;12
39010;Andelot-Morval;2019;N/A - secret statistique
39011;Annoire;2019;14
39013;Arbois;2019;26
39014;Archelange;2019;N/A - secret statistique
39015;Ardon;2019;N/A - secret statistique
39016;Arinthod;2019;13
39017;Arlay;2019;17
39018;Aromas;2019;11
39019;Les Arsures;2019;N/A - secret statistique
39020;Arsure-Arsurette;2019;9
39021;La Chailleuse;2019;16
39022;Asnans-Beauvoisin;2019;17
39024;Audelange;2019;N/A - secret statistique
39025;Augea;2019;6
39026;Augerans;2019;N/A - secret statistique
39027;Augisey;2019;N/A - secret statistique
39028;Aumont;2019;8
39029;Aumur;2019;N/A - secret statistique
39030;Authume;2019;N/A - secret statistique
39031;Auxange;2019;6
39032;Avignon-lès-Saint-Claude;2019;
39034;Balaiseaux;2019;N/A - secret statistique
39035;Balanod;2019;N/A - secret statistique
39037;Bans;2019;N/A - secret statistique
39038;Barésia-sur-l'Ain;2019;N/A - secret statistique
39039;La Barre;2019;N/A - secret statistique
39040;Barretaine;2019;10
39041;Baume-les-Messieurs;2019;N/A - secret statistique
39042;Baverans;2019;7
39043;Beaufort-Orbagna;2019;21
39045;Beffia;2019;N/A - secret statistique
39046;Bellecombe;2019;8
39047;Bellefontaine;2019;8
39048;Belmont;2019;N/A - secret statistique
39049;Bersaillin;2019;14
39050;Besain;2019;8
39051;Biarne;2019;N/A - secret statistique
39052;Bief-des-Maisons;2019;10
39053;Bief-du-Fourg;2019;15
39054;Biefmorin;2019;N/A - secret statistique
39055;Billecul;2019;N/A - secret statistique
39056;Bletterans;2019;N/A - secret statistique
39057;Blois-sur-Seille;2019;N/A - secret statistique
39058;Blye;2019;11
39059;Bois-d'Amont;2019;N/A - secret statistique
39060;Bois-de-Gand;2019;
39061;Boissia;2019;7
39062;La Boissière;2019;
39063;Bonlieu;2019;8
39065;Bonnefontaine;2019;N/A - secret statistique
39066;Bornay;2019;10
39068;Les Bouchoux;2019;16
39070;Bourg-de-Sirod;2019;N/A - secret statistique
39072;Bracon;2019;9
39073;Brainans;2019;N/A - secret statistique
39074;Brans;2019;7
39076;La Bretenière;2019;N/A - secret statistique
39077;Bretenières;2019;N/A - secret statistique
39078;Brevans;2019;N/A - secret statistique
39079;Briod;2019;N/A - secret statistique
39080;Broissia;2019;N/A - secret statistique
39081;Buvilly;2019;N/A - secret statistique
39083;Censeau;2019;10
39084;Cernans;2019;6
39085;Cerniébaud;2019;N/A - secret statistique
39086;Cernon;2019;N/A - secret statistique
39088;Cesancey;2019;N/A - secret statistique
39090;Chaînée-des-Coupis;2019;N/A - secret statistique
39091;Les Chalesmes;2019;9
39092;Chambéria;2019;7
39093;Chamblay;2019;N/A - secret statistique
39094;Chamole;2019;8
39095;Champagne-sur-Loue;2019;7
39096;Champagney;2019;7
39097;Champagnole;2019;10
39099;Champdivers;2019;12
39100;Champrougier;2019;N/A - secret statistique
39101;Champvans;2019;10
39102;Chancia;2019;
39103;La Chapelle-sur-Furieuse;2019;N/A - secret statistique
39104;Chapelle-Voland;2019;31
39105;Chapois;2019;9
39106;Charchilla;2019;N/A - secret statistique
39107;Charcier;2019;9
39108;Charency;2019;N/A - secret statistique
39109;Charézier;2019;6
39110;La Charme;2019;
39111;Charnod;2019;N/A - secret statistique
39112;La Chassagne;2019;N/A - secret statistique
39114;Château-Chalon;2019;10
39116;La Châtelaine;2019;N/A - secret statistique
39117;Chatelay;2019;
39118;Châtel-de-Joux;2019;
39119;Le Chateley;2019;N/A - secret statistique
39120;Châtelneuf;2019;N/A - secret statistique
39121;Châtenois;2019;N/A - secret statistique
39122;Châtillon;2019;N/A - secret statistique
39124;Chaumergy;2019;N/A - secret statistique
39126;La Chaumusse;2019;9
39127;Chaussenans;2019;N/A - secret statistique
39128;Chaussin;2019;14
39129;Chaux-des-Crotenay;2019;6
39130;Nanchez;2019;18
39131;La Chaux-du-Dombief;2019;7
39132;La Chaux-en-Bresse;2019;
39133;Chaux-Champagny;2019;7
39134;Chavéria;2019;9
39136;Chemenot;2019;
39137;Saint-Hymetière-sur-Valouse;2019;14
39138;Chemin;2019;11
39139;Chêne-Bernard;2019;11
39140;Chêne-Sec;2019;
39141;Chevigny;2019;N/A - secret statistique
39142;Chevreaux;2019;7
39143;Chevrotaine;2019;
39145;Chille;2019;N/A - secret statistique
39146;Chilly-le-Vignoble;2019;N/A - secret statistique
39147;Chilly-sur-Salins;2019;14
